Exercise_ID,Exercise,Exercise_Description,Muscle_Involved,Pain_Level,Functional_Goal,Repetition,Set,Image_Link,Video_Link
E191,Chest Fly (No Weight),"Lie on your back with arms extended to sides, bring arms together in a gentle squeezing motion",Chest,Low,Alleviate Pain,10,3,exercise.jpg,
E192,Doorway Chest Stretch,"Stand in a doorway, place arms on each side, and gently lean forward to stretch the chest",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E193,Cat-Cow Chest Expansion,"On hands and knees, perform gentle chest-opening movements",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E194,Bent Arm Wall Stretch,"Bend arm at elbow, place it against a wall, and turn body gently to stretch the pectoral muscles",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E195,Modified Wall Push-Up,Stand close to a wall and perform push-ups with minimal body weight,Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E196,Resistance Band Chest Squeeze (Low Resistance),"Hold a resistance band, gently pull to activate the chest without overexertion",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E197,Floor Chest Press (No Weight),"Lie on your back, press hands upwards, mimicking chest press without any weights",Chest,Moderate,Alleviate Pain,10,3,exercise.jpg,
E198,None,,Chest,Severe,Alleviate Pain,10,3,exercise.jpg,
E199,Neck Tilt Stretch,"Tilt head to one side, gently pull with the opposite hand to stretch the side of the neck",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E200,Side-to-Side Neck Rotation,Slowly rotate head side to side to improve flexibility,Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E201,Shoulder Rolls,"Roll shoulders up, back, and down to reduce neck tension",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E202,Chin Tucks (No Weight),"Sit or stand, gently tuck chin toward the chest to activate neck flexors",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E203,Scapular Squeeze,"Squeeze shoulder blades together, engaging the muscles that support the neck",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E204,Shoulder Shrugs (No Weight),"Raise shoulders toward ears and hold, gently releasing to activate upper trapezius",Neck,Low,Alleviate Pain,10,3,exercise.jpg,
E205,Levator Scapula Stretch,"Place hand behind back, tilt head to opposite side to stretch the neck",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E206,Cat-Cow with Neck Movement,Perform cat-cow while gently lifting and lowering head to engage neck flexors and extensors,Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E207,Neck Retraction,"Gently pull head back while keeping chin level, to strengthen deep neck stabilizers",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E208,Isometric Neck Holds,"Press hand gently against forehead or side of head, resisting without moving",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E209,Wall Angels,"Stand with back against a wall, slowly raise arms up and down, keeping contact with the wall to engage neck support",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E210,Resistance Band Rows (Low Resistance),"Use a band, gently pull back while keeping neck aligned for controlled activation",Neck,Moderate,Alleviate Pain,10,3,exercise.jpg,
E211,None,,Neck,Severe,Alleviate Pain,10,3,exercise.jpg,
E212,Overhead Arm Stretch,"Raise one arm overhead, bend elbow, and gently pull with the opposite hand to stretch the triceps",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E213,Arm Circles,Perform small forward and backward circles with arms extended to engage triceps gently,Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E214,Cross-Body Arm Stretch,"Bring one arm across the chest, using the other arm to support and stretch triceps",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E215,Wall Push-Ups,"Stand at arm’s length from a wall, perform push-ups with slow controlled movement",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E216,Isometric Triceps Hold,"Press hands together behind back and hold, engaging triceps without movement",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E217,Triceps Squeeze (No Weight),"Extend arm and gently contract triceps, holding tension without adding any weight",Triceps,Low,Alleviate Pain,10,3,exercise.jpg,
E218,Overhead Triceps Stretch with Resistance Band (Low Resistance),Gently stretch triceps overhead with minimal resistance,Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E219,Triceps Extension Stretch,"Hold arm overhead, bending elbow, and gently press down on forearm with the opposite hand",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E220,Seated Arm Extension,"Sit with arms bent, extend one arm at a time to engage triceps",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E221,Modified Wall Push-Up,Stand close to a wall and perform push-ups with reduced body weight,Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E222,Resistance Band Triceps Extensions (Low Resistance),Use a light resistance band for controlled triceps extensions,Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E223,Chair Dips (No Weight),"Sit on a chair, place hands on the seat, and gently lower body using triceps without full dip",Triceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E224,None,,Triceps,Severe,Alleviate Pain,10,3,exercise.jpg,
E225,Quadriceps Activation,Sit on a chair and tighten the quads to straighten one leg slowly,Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E226,Leg Raises,"Lie on back, lift one leg straight up, keeping knee straight to engage quads",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E227,Quadriceps Setting (Quad Sets),"Sit or lie down with your leg extended. Tighten the thigh muscle by pushing the back of the knee down into the floor. Hold, then release.",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E228,Bodyweight Squats,Perform squats while keeping knees aligned with toes,Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E229,Step-Ups,"Step onto a raised platform, lifting with quads",Quadriceps,Low,Alleviate Pain,10,3,exercise.jpg,
E230,Wall Sits,"Sit against a wall, sliding down until knees are at a 90-degree angle, holding to engage quads",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E231,Knee Extensions with Resistance Band,"Secure band, extend knee to engage quads",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E232,Isometric Quad Contractions (Quad Sets),Sit with your leg extended. Contract the quadriceps without moving the leg (press the knee gently down into the surface).,Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E233,Lunges (Bodyweight or Light Weight),"Step forward, bending both knees to engage quads",Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E234,Split Squats,Place one leg behind on an elevated surface and squat with the front leg,Quadriceps,Moderate,Alleviate Pain,10,3,exercise.jpg,
E235,None,,Quadriceps,Severe,Alleviate Pain,10,3,exercise.jpg,
E236,Heel Slides,"Lie on back, slide one heel towards glutes to gently engage hamstrings",Hamstrings,Low,Alleviate Pain,10,3,exercise.jpg,
E237,Leg Curls (No Weight),Stand on one leg and curl opposite leg toward glutes,Hamstrings,Low,Alleviate Pain,10,3,exercise.jpg,
E238,Glute Bridge,"Lie on back, lift hips, squeezing glutes and hamstrings",Hamstrings,Low,Alleviate Pain,10,3,exercise.jpg,
E239,Bodyweight Deadlifts,"Bend at hips, keeping back straight to activate hamstrings",Hamstrings,Low,Alleviate Pain,10,3,exercise.jpg,
E240,Resistance Band Leg Curls,Attach band to a stable point and curl leg towards glutes,Hamstrings,Moderate,Alleviate Pain,10,3,exercise.jpg,
E241,Seated Hamstring Curls,"Sit, use light weights or resistance to curl legs back",Hamstrings,Moderate,Alleviate Pain,10,3,exercise.jpg,
E242,Single-Leg Deadlift,"Stand on one leg, hinge at hips to stretch and engage hamstrings",Hamstrings,Moderate,Alleviate Pain,10,3,exercise.jpg,
E243,Step-Downs,Step down from a platform to engage hamstrings eccentrically,Hamstrings,Moderate,Alleviate Pain,10,3,exercise.jpg,
E244,None,,Hamstrings,Severe,Alleviate Pain,10,3,exercise.jpg,
E245,Seated Calf Stretch with Towel,"Sit with leg extended, use towel to pull toes towards you, activating calf",Calf,Low,Alleviate Pain,10,3,exercise.jpg,
E246,Heel Drops (on flat),"Stand flat on the ground, raise heels, then slowly lower. Start without stairs to reduce intensity.",Calf,Low,Alleviate Pain,10,3,exercise.jpg,
E247,Calf Raises (Bodyweight),Stand and lift heels off ground slowly,Calf,Low,Alleviate Pain,10,3,exercise.jpg,
E248,Toe Taps,"Raise toes off ground, keeping heels planted",Calf,Low,Alleviate Pain,10,3,exercise.jpg,
E249,Eccentric Calf Raise,"Stand on one leg, lift heel and lower slowly, engaging calf",Calf,Moderate,Alleviate Pain,10,3,exercise.jpg,
E250,Heel Slides (Calf Focus),Sit or lie down. Slowly slide the heel toward the body and back.,Calf,Moderate,Alleviate Pain,10,3,exercise.jpg,
E251,Single-Leg Calf Raise,"Stand on one leg, lift heel slowly",Calf,Moderate,Alleviate Pain,10,3,exercise.jpg,
E252,Step-Up Toe Raises,"Stand on low step, lift and lower heels for calf engagement",Calf,Moderate,Alleviate Pain,10,3,exercise.jpg,
E253,None,,Calf,Severe,Alleviate Pain,10,3,exercise.jpg,
E254,Ankle Circles,"Sit comfortably, extend leg, and slowly rotate ankle in circles (both clockwise and counterclockwise)",Ankle,Low,Alleviate Pain,10,3,exercise.jpg,
E255,Toe Point and Flex,"Extend leg, point toes forward, then flex foot back to engage ankle mobility",Ankle,Low,Alleviate Pain,10,3,exercise.jpg,
E256,Heel-to-Toe Rocks,Stand and gently rock from heels to toes to warm up the ankle,Ankle,Low,Alleviate Pain,10,3,exercise.jpg,
E257,Calf Raises (No Weight),"Stand with feet hip-width apart, rise onto toes slowly, then lower back down",Ankle,Low,Alleviate Pain,10,3,exercise.jpg,
E258,Towel Scrunches,"Place a towel on the floor, use toes to scrunch it up, engaging ankle and foot muscles",Ankle,Low,Alleviate Pain,10,3,exercise.jpg,
E259,Seated Ankle Press,"Sit with feet flat, press the ball of foot gently into the floor, holding tension without movement",Ankle,Low,Alleviate Pain,10,3,exercise.jpg,
E260,Ankle Alphabet,"Sit with leg extended, draw letters of the alphabet in the air using your big toe to improve flexibility",Ankle,Moderate,Alleviate Pain,10,3,exercise.jpg,
E261,Standing Calf Stretch,"Stand facing a wall, place one foot back, press heel down to stretch the calf and ankle",Ankle,Moderate,Alleviate Pain,10,3,exercise.jpg,
E262,Heel Raises (Low Resistance),"Use a chair for support, raise heels off the ground and hold briefly, then lower",Ankle,Moderate,Alleviate Pain,10,3,exercise.jpg,
E263,Resistance Band Ankle Flexion,Use a light resistance band to gently pull foot back and forth to engage ankle muscles,Ankle,Moderate,Alleviate Pain,10,3,exercise.jpg,
E264,Seated Ankle Dorsiflexion (With Band),"Secure band around foot, flex ankle against the resistance for gentle strengthening",Ankle,Moderate,Alleviate Pain,10,3,exercise.jpg,
E265,Toe Taps,"Sit and lift toes up and down repeatedly, engaging the front of the ankle and shin",Ankle,Moderate,Alleviate Pain,10,3,exercise.jpg,
E266,None,,Ankle,Severe,Alleviate Pain,10,3,exercise.jpg,
E267,Supine Figure-4 Stretch,"Lie on back, cross one ankle over the opposite knee, gently pull knee toward chest to stretch glutes",Gluteals,Low,Alleviate Pain,10,3,exercise.jpg,
E268,Seated Forward Fold,"Sit with legs extended, reach toward toes to gently stretch the glutes",Gluteals,Low,Alleviate Pain,10,3,exercise.jpg,
E269,Cat-Cow Stretch with Glute Engagement,"Perform the cat-cow stretch on hands and knees, squeezing glutes gently during the “cow” (arched) position",Gluteals,Low,Alleviate Pain,10,3,exercise.jpg,
E270,Standing Glute Squeeze,"Stand upright, gently contract the gluteal muscles and hold for a few seconds before releasing",Gluteals,Low,Alleviate Pain,10,3,exercise.jpg,
E271,Side-Lying Clamshell (No Resistance),"Lie on side with knees bent, open top knee slowly to activate gluteals",Gluteals,Low,Alleviate Pain,10,3,exercise.jpg,
E272,Bridge Pose (No Weight),"Lie on back with knees bent, lift hips slowly while engaging gluteal muscles",Gluteals,Low,Alleviate Pain,10,3,exercise.jpg,
E273,Child’s Pose with Glute Focus,"Start on hands and knees, sit back onto heels to stretch lower back and glutes",Gluteals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E274,Kneeling Hip Flexor Stretch,"Place one leg forward in a lunge position, gently press hips forward to stretch the glutes and hip flexors",Gluteals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E275,Standing Figure-4 Stretch,"Cross one ankle over opposite knee while standing, lower hips slightly to stretch glutes",Gluteals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E276,Wall Glute Squeeze,"Stand with back against wall, gently press glutes into wall, hold, and release",Gluteals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E277,Isometric Glute Contraction,"Lie on back with knees bent, squeeze glutes gently without lifting hips",Gluteals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E278,Side-Lying Leg Raise,"Lie on side, lift top leg slowly to engage gluteals, keeping movement controlled and low resistance",Gluteals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E279,None,,Gluteals,Severe,Alleviate Pain,10,3,exercise.jpg,
E280,Deep Breathing with Ab Engagement,Focus on deep breaths while lightly engaging abs,Abdominals,Low,Alleviate Pain,10,3,exercise.jpg,
E281,Pelvic Tilts,"Lie on back, gently tilt pelvis to engage lower abs",Abdominals,Low,Alleviate Pain,10,3,exercise.jpg,
E282,Partial Crunches,"Lie on back, lift head and shoulders off the ground",Abdominals,Low,Alleviate Pain,10,3,exercise.jpg,
E283,Leg Lifts (Knees Bent),"Lift legs up, keeping knees bent",Abdominals,Low,Alleviate Pain,10,3,exercise.jpg,
E284,Diaphragmatic Breathing,"Focus on deep breathing, keeping abs relaxed",Abdominals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E285,Heel Slides,"Lie on back, slide heel up and down to engage lower abs",Abdominals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E286,Dead Bug,"Lie on back, lift one leg and opposite arm, alternating sides",Abdominals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E287,Bird Dog,"Kneel, extend one arm and opposite leg while engaging abs",Abdominals,Moderate,Alleviate Pain,10,3,exercise.jpg,
E288,None,,Abdominals,Severe,Alleviate Pain,10,3,exercise.jpg,
E289,Supine Trunk Rotation,"Lie on back with knees bent, gently rotate to each side, engaging obliques",Obliques,Low,Alleviate Pain,10,3,exercise.jpg,
E290,Seated Side Bends,"Sit upright in a chair with feet flat on the floor. Slowly lean to one side, reaching your hand toward the floor while keeping the torso stable.",Obliques,Low,Alleviate Pain,10,3,exercise.jpg,
E291,Seated Oblique Twists (No Weight),"Sit with feet flat, twist torso side to side",Obliques,Low,Alleviate Pain,10,3,exercise.jpg,
E292,Standing Side Stretch,"Stand with feet shoulder-width apart. Reach one arm overhead and lean gently to the opposite side, feeling a stretch along the oblique.",Obliques,Low,Alleviate Pain,10,3,exercise.jpg,
E293,Diaphragmatic Breathing with Side Focus,Focus on breathing deeply while gently contracting side muscles,Obliques,Moderate,Alleviate Pain,10,3,exercise.jpg,
E294,Supine Windshield Wipers (Feet on Floor),"Lie on your back with knees bent and feet flat. Gently lower your knees side to side, keeping the movement within a comfortable range.",Obliques,Moderate,Alleviate Pain,10,3,exercise.jpg,
E295,Side Plank (Knees Bent),"Lie on one side, lift hips to engage obliques",Obliques,Moderate,Alleviate Pain,10,3,exercise.jpg,
E296,Standing Side Crunch,Stand and raise one knee toward side to engage obliques,Obliques,Moderate,Alleviate Pain,10,3,exercise.jpg,
E297,None,,Obliques,Severe,Alleviate Pain,10,3,exercise.jpg,
E298,Cat-Cow Stretch,"Start on hands and knees, alternate arching and rounding the back to mobilize the spine and gently engage lower back",Lower Back,Low,Alleviate Pain,10,3,exercise.jpg,
E299,Knees-to-Chest Stretch,"Lie on back, bring knees toward chest, hugging gently to stretch and relieve lower back tension",Lower Back,Low,Alleviate Pain,10,3,exercise.jpg,
E300,Child’s Pose,"Start on hands and knees, sit back onto heels with arms extended forward, gently stretching the lower back",Lower Back,Low,Alleviate Pain,10,3,exercise.jpg,
E301,Pelvic Tilt (Lying Down),"Lie on back, tilt pelvis up and down, activating lower back muscles without lifting hips",Lower Back,Low,Alleviate Pain,10,3,exercise.jpg,
E302,Bridge Pose (No Weight),"Lie on back with knees bent, lift hips gently while engaging lower back and gluteal muscles",Lower Back,Low,Alleviate Pain,10,3,exercise.jpg,
E303,Standing Back Extensions (No Weight),"Stand and place hands on lower back, gently arch backward to activate lower back",Lower Back,Low,Alleviate Pain,10,3,exercise.jpg,
E304,Seated Forward Fold,"Sit with legs extended, reach toward toes to gently stretch the lower back",Lower Back,Moderate,Alleviate Pain,10,3,exercise.jpg,
E305,Supine Twist,"Lie on back with knees bent, gently let knees fall to one side to stretch the lower back and spine",Lower Back,Moderate,Alleviate Pain,10,3,exercise.jpg,
E306,Figure-4 Stretch with Lower Back Focus,"Lie on back, cross one ankle over opposite knee, and gently pull knee toward chest to stretch lower back and glutes",Lower Back,Moderate,Alleviate Pain,10,3,exercise.jpg,
E307,Bird Dog (No Weight),"Start on hands and knees, extend opposite arm and leg to engage core and lower back",Lower Back,Moderate,Alleviate Pain,10,3,exercise.jpg,
E308,Wall Glute Squeeze,"Stand with back against wall, gently press lower back into the wall while squeezing glutes",Lower Back,Moderate,Alleviate Pain,10,3,exercise.jpg,
E309,Isometric Back Hold,"Lie on back with knees bent, gently engage lower back muscles by pressing into floor without lifting hips",Lower Back,Moderate,Alleviate Pain,10,3,exercise.jpg,
E310,None,,Lower Back,Severe,Alleviate Pain,10,3,exercise.jpg,
E311,Diaphragmatic Breathing (Supine),"Lie on back with one hand on chest and one on belly, focus on expanding the belly with each breath",Diaphragm,Low,Alleviate Pain,10,3,exercise.jpg,
E312,Supine Belly Breathing with Light Object,"Place a light object (e.g., book) on belly, focus on lifting it with each inhale to engage the diaphragm",Diaphragm,Low,Alleviate Pain,10,3,exercise.jpg,
E313,Cat-Cow with Breath Focus,"Perform cat-cow stretch on hands and knees, synchronizing movement with deep inhales and exhales to gently engage diaphragm",Diaphragm,Low,Alleviate Pain,10,3,exercise.jpg,
E314,Seated Diaphragm Activation,"Sit upright, place hands on belly, inhale deeply to expand the diaphragm, and contract on exhale",Diaphragm,Low,Alleviate Pain,10,3,exercise.jpg,
E315,Controlled Exhale Exercise,"Sit and inhale deeply, then exhale slowly while contracting the diaphragm",Diaphragm,Low,Alleviate Pain,10,3,exercise.jpg,
E316,Standing Diaphragm Press,"Stand with hands on belly, press gently with hands as you exhale, activating the diaphragm",Diaphragm,Low,Alleviate Pain,10,3,exercise.jpg,
E317,Seated Diaphragmatic Breathing,"Sit upright, focus on expanding the belly with each inhale and fully contracting with each exhale",Diaphragm,Moderate,Alleviate Pain,10,3,exercise.jpg,
E318,Pursed-Lip Breathing,Inhale through nose and exhale slowly through pursed lips to control breath and engage diaphragm,Diaphragm,Moderate,Alleviate Pain,10,3,exercise.jpg,
E319,Seated Side Stretch with Breathing,"While seated, stretch one arm overhead and lean to the opposite side, focusing on deep breathing",Diaphragm,Moderate,Alleviate Pain,10,3,exercise.jpg,
E320,Side-Lying Diaphragm Stretch,"Lie on one side, place hand on upper rib cage, and practice deep breaths to gently expand the diaphragm",Diaphragm,Moderate,Alleviate Pain,10,3,exercise.jpg,
E321,Diaphragm Expansion Hold,"Sit upright, inhale deeply and hold for a few seconds, then exhale slowly to strengthen the diaphragm",Diaphragm,Moderate,Alleviate Pain,10,3,exercise.jpg,
E322,Rib Cage Contraction,"Sit or stand, inhale deeply to expand ribs, then exhale while gently contracting diaphragm and rib cage",Diaphragm,Moderate,Alleviate Pain,10,3,exercise.jpg,
E323,None,,Diaphragm,Severe,Alleviate Pain,10,3,exercise.jpg,
E324,Cat-Cow Stretch,"Start on hands and knees, alternate arching and rounding the back to gently mobilize the spine",Multifidus,Low,Alleviate Pain,10,3,exercise.jpg,
E325,Bird Dog (No Weight),"Start on hands and knees, extend opposite arm and leg to engage multifidus and core muscles",Multifidus,Low,Alleviate Pain,10,3,exercise.jpg,
E326,Knees-to-Chest Stretch,"Lie on back, bring knees toward chest to stretch lower back and release tension",Multifidus,Low,Alleviate Pain,10,3,exercise.jpg,
E327,Pelvic Tilt (Lying Down),"Lie on back, tilt pelvis up and down, activating multifidus without lifting hips",Multifidus,Low,Alleviate Pain,10,3,exercise.jpg,
E328,Standing Back Extension (No Weight),"Stand with hands on lower back, gently arch backward to activate the multifidus",Multifidus,Low,Alleviate Pain,10,3,exercise.jpg,
E329,Bridge Pose (No Weight),"Lie on back with knees bent, lift hips gently to activate multifidus and glutes",Multifidus,Low,Alleviate Pain,10,3,exercise.jpg,
E330,Seated Forward Fold,"Sit with legs extended, reach toward toes to gently stretch the lower back and multifidus",Multifidus,Moderate,Alleviate Pain,10,3,exercise.jpg,
E331,Supine Twist,"Lie on back with knees bent, let knees drop to one side to stretch and mobilize the lower back and multifidus",Multifidus,Moderate,Alleviate Pain,10,3,exercise.jpg,
E332,Child’s Pose with Side Reach,"From child’s pose, walk hands to each side to gently stretch and mobilize the lower back",Multifidus,Moderate,Alleviate Pain,10,3,exercise.jpg,
E333,Wall Glute Squeeze,"Stand with back against wall, press lower back into wall while gently engaging multifidus",Multifidus,Moderate,Alleviate Pain,10,3,exercise.jpg,
E334,Bird Dog with Hold,"Extend opposite arm and leg, then hold position briefly to strengthen multifidus",Multifidus,Moderate,Alleviate Pain,10,3,exercise.jpg,
E335,Side Plank (Knees Bent),"Lie on side with knees bent, support upper body on forearm, lift hips slightly to engage multifidus",Multifidus,Moderate,Alleviate Pain,10,3,exercise.jpg,
E336,None,,Multifidus,Severe,Alleviate Pain,10,3,exercise.jpg,
E337,Arm Circles (No Weight),Slowly perform small and large arm circles to engage deltoids,Deltoids,Low,Strengthen Muscle ,10,3,exercise.jpg,
E338,Shoulder Rolls,Slowly roll shoulders forward and backward to warm up the deltoid area,Deltoids,Low,Strengthen Muscle ,10,3,exercise.jpg,
E339,Scapular Retractions,Squeeze shoulder blades together to engage deltoid and upper back,Deltoids,Low,Strengthen Muscle ,10,3,exercise.jpg,
E340,Wall Push-Ups,"Stand facing a wall, place hands on it, and perform push-ups, focusing on shoulder engagement",Deltoids,Low,Strengthen Muscle ,10,3,exercise.jpg,
E341,Side-Lying External Rotation,"Lie on one side with elbow at 90° and rotate arm upward, activating deltoids without strain",Deltoids,Low,Strengthen Muscle ,10,3,exercise.jpg,
E342,Lateral Arm Raises (No Weight),"Lift arms out to the side, focusing on slow and controlled movement",Deltoids,Low,Strengthen Muscle ,10,3,exercise.jpg,
E343,Overhead Reach Stretch,Gently reach one arm overhead and bend it towards the opposite side for a mild deltoid stretch,Deltoids,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E344,Sleeper Stretch,"Lie on one side, extend the arm, and use the opposite hand to gently push forearm toward the ground",Deltoids,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E345,Shoulder Blade Squeezes,Gently squeeze shoulder blades together to activate deltoids and surrounding muscles,Deltoids,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E346,Front Shoulder Raise with Resistance Band,Hold a resistance band and gently raise arms forward for added shoulder activation,Deltoids,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E347,Dumbbell Side Raises (Light Weight),"Use light weights to lift arms sideways, focusing on controlled movement",Deltoids,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E348,Bent-Over Reverse Fly (Light Weight),"Lean forward slightly and raise arms out to the sides, activating the rear deltoids",Deltoids,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E349,None,,Deltoids,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E350,Arm Circles (No Weight),Perform slow circles to increase blood flow and warm up the biceps,Biceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E351,Shoulder Rolls,Slowly roll shoulders forward and backward to engage biceps and surrounding muscles,Biceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E352,Active Elbow Flexion,Slowly bend and extend elbows without weight to engage biceps gently,Biceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E353,Wall Bicep Curls,"Stand facing a wall, press palms against it, and perform a curling motion without actual weights",Biceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E354,Bicep Isometrics,"Hold arms in a 90° angle without weights, gently contracting the biceps",Biceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E355,Wall Push-Ups (modified),Stand farther from the wall to place a slight load on the biceps,Biceps,Low,Strengthen Muscle ,10,3,exercise.jpg,
E356,Standing Biceps Stretch,Extend arm out to the side and rotate the hand outward to stretch the biceps,Biceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E357,Supine Bicep Stretch,Lie on your back with arms extended out to feel a mild stretch in the biceps,Biceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E358,Gentle Elbow Flexion with Resistance Band,"Attach band to a low anchor, pull up with controlled movement",Biceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E359,Resistance Band Bicep Curls,"Use a light resistance band to curl arms up, focusing on slow, controlled movement",Biceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E360,Hammer Curls (Light Weight),Use light dumbbells and perform a hammer-style curl with palms facing inward,Biceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E361,Concentration Curl (Light Weight),Sit and support your elbow on your thigh while performing a controlled curl,Biceps,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E362,None,,Biceps,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E363,Wall Chest Stretch,"Stand facing a wall, place forearm against it, and gently turn away to stretch the pectoral muscles",Chest,Low,Strengthen Muscle ,10,3,exercise.jpg,
E364,Shoulder Rolls,Roll shoulders forward and backward to reduce tension in the chest and shoulders,Chest,Low,Strengthen Muscle ,10,3,exercise.jpg,
E365,Arm Circles,Perform small forward and backward circles with extended arms to warm up chest muscles,Chest,Low,Strengthen Muscle ,10,3,exercise.jpg,
E366,Incline Chest Press (No Weight),"Lie on an incline bench or against a pillow, press hands upwards, mimicking a press movement",Chest,Low,Strengthen Muscle ,10,3,exercise.jpg,
E367,Wall Push-Ups,"Stand at arm’s length from a wall, perform push-ups with slow, controlled movement to activate chest muscles",Chest,Low,Strengthen Muscle ,10,3,exercise.jpg,
E368,Seated Chest Squeeze (No Weight),"Sit with hands clasped in front of chest, squeeze gently without adding resistance",Chest,Low,Strengthen Muscle ,10,3,exercise.jpg,
E369,Doorway Chest Stretch,"Stand in a doorway, place arms on each side, and gently lean forward to open the chest",Chest,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E370,Cat-Cow with Chest Expansion,"On hands and knees, perform gentle cat-cow movements to engage the chest",Chest,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E371,Bent Arm Wall Stretch,"Bend arm at elbow, place against wall, and gently rotate body to stretch the chest",Chest,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E372,Modified Floor Chest Press,"Lie on your back, press hands or light weights upward in a controlled manner to activate chest",Chest,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E373,Resistance Band Chest Press (Low Resistance),"Use a resistance band to press forward, activating the chest with minimal strain",Chest,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E374,Incline Push-Ups,Place hands on a bench or elevated surface and perform push-ups to engage the chest without full body weight,Chest,Moderate,Strengthen Muscle ,10,3,exercise.jpg,
E375,None,,Chest,Severe,Strengthen Muscle ,10,3,exercise.jpg,
E376,Neck Tilt Stretch,Tilt head to one side and gently pull with the opposite hand to stretch the side of the neck,Neck,Low,Strengthen Muscle ,10,3,exercise.jpg,
E377,Side-to-Side Neck Rotation,Slowly rotate head from side to side to improve flexibility,Neck,Low,Strengthen Muscle ,10,3,exercise.jpg,
E378,Shoulder Rolls,"Roll shoulders up, back, and down to reduce neck and shoulder tension",Neck,Low,Strengthen Muscle ,10,3,exercise.jpg,
E379,Chin Tucks (No Weight),"Sit or stand, gently tuck chin toward chest to activate neck flexors",Neck,Low,Strengthen Muscle ,10,3,exercise.jpg,
